StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1_1,C1_2,C1_3,C1_4,C1_5,AnchoredMaxDiff7,C2_1,C2_2,C2_3,C2_4,C2_5,AnchoredMaxDiff8,C3_1,C3_2,C3_3,C3_4,C3_5,AnchoredMaxDiff9,C4_1,C4_2,C4_3,C4_4,C4_5,AnchoredMaxDiff10,C5_1,C5_2,C5_3,C5_4,C5_5,AnchoredMaxDiff11,C6_1,C6_2,C6_3,C6_4,C6_5,AnchoredMaxDiff12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,vers_MAXDIFF,1.1_MAXDIFF,1.2_MAXDIFF,1.3_MAXDIFF,1.4_MAXDIFF,1.5_MAXDIFF,2.1_MAXDIFF,2.2_MAXDIFF,2.3_MAXDIFF,2.4_MAXDIFF,2.5_MAXDIFF,3.1_MAXDIFF,3.2_MAXDIFF,3.3_MAXDIFF,3.4_MAXDIFF,3.5_MAXDIFF,4.1_MAXDIFF,4.2_MAXDIFF,4.3_MAXDIFF,4.4_MAXDIFF,4.5_MAXDIFF,5.1_MAXDIFF,5.2_MAXDIFF,5.3_MAXDIFF,5.4_MAXDIFF,5.5_MAXDIFF,6.1_MAXDIFF,6.2_MAXDIFF,6.3_MAXDIFF,6.4_MAXDIFF,6.5_MAXDIFF,revision_MAXDIFF,Q_DataPolicyViolations
2025-08-24 17:02:04,2025-08-24 17:02:04,2,,100,0,1,2025-08-24 17:02:04,R_b8ZWsFy4wuqLlwa,,,,,,,test,,1,,2,,,2,1,,,2,,1,,2,,,1,3,,2,,1,,3,1,,,2,,1,,1,,2,,1,,,,2,2,,1,2,,1,149,Rabbit,Hamster,Cat,Lizard,Fish,Hamster,Cat,Rabbit,Fish,Turtle,Bird,Horse,Turtle,Hamster,Cat,Dog,Rabbit,Bird,Turtle,Horse,Turtle,Dog,Guinea pig,Bird,Lizard,Lizard,Bird,Dog,Rabbit,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:04,2025-08-24 17:02:04,2,,100,0,1,2025-08-24 17:02:04,R_9Ty9fm83Vivp6Em,,,,,,,test,,,2,,,1,2,,2,,1,,3,,1,2,,,3,2,,,1,,2,,,1,2,,2,,,,2,1,2,,,,2,1,,2,1,,2,150,Hamster,Bird,Guinea pig,Rabbit,Cat,Fish,Lizard,Cat,Guinea pig,Hamster,Cat,Dog,Fish,Hamster,Turtle,Horse,Cat,Bird,Lizard,Fish,Lizard,Hamster,Horse,Turtle,Bird,Bird,Rabbit,Dog,Horse,Guinea pig,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:04,2025-08-24 17:02:05,2,,100,1,1,2025-08-24 17:02:05,R_0IlnSI3mv3852Em,,,,,,,test,,,1,,,2,2,,2,1,,,3,1,2,,,,3,,2,,,1,3,,1,,,2,3,,2,,1,,3,,,,2,2,,2,2,,1,151,Lizard,Dog,Bird,Guinea pig,Fish,Turtle,Guinea pig,Dog,Hamster,Horse,Cat,Horse,Fish,Rabbit,Lizard,Bird,Fish,Turtle,Dog,Hamster,Dog,Cat,Rabbit,Turtle,Guinea pig,Rabbit,Lizard,Horse,Cat,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:05,2025-08-24 17:02:05,2,,100,0,1,2025-08-24 17:02:05,R_7U2G3pXzUgwFbFQ,,,,,,,test,,2,,1,,,1,1,,,2,,3,,,2,1,,1,,2,,,1,3,2,1,,,,1,,1,,2,,3,,,,2,1,,2,2,,2,152,Rabbit,Hamster,Lizard,Dog,Turtle,Guinea pig,Dog,Rabbit,Lizard,Hamster,Horse,Guinea pig,Fish,Cat,Bird,Bird,Lizard,Turtle,Fish,Cat,Lizard,Horse,Guinea pig,Bird,Fish,Cat,Bird,Hamster,Turtle,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:05,2025-08-24 17:02:06,2,,100,1,1,2025-08-24 17:02:06,R_1FGYmmrIyryQiUe,,,,,,,test,,,,1,,2,3,,1,,,2,2,,,2,1,,1,1,,2,,,3,,,,1,2,2,,2,1,,,2,,,,1,1,,1,1,,2,153,Fish,Horse,Guinea pig,Hamster,Bird,Dog,Guinea pig,Horse,Fish,Lizard,Lizard,Bird,Hamster,Turtle,Rabbit,Horse,Hamster,Rabbit,Bird,Cat,Turtle,Fish,Dog,Cat,Guinea pig,Rabbit,Cat,Lizard,Horse,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:06,2025-08-24 17:02:06,2,,100,0,1,2025-08-24 17:02:06,R_3VlajA7RNkEjKaW,,,,,,,test,,1,2,,,,2,,2,,,1,2,1,2,,,,1,2,1,,,,1,,2,1,,,3,,2,1,,,2,,,,2,2,,1,1,,1,154,Dog,Hamster,Guinea pig,Horse,Turtle,Hamster,Turtle,Dog,Cat,Rabbit,Turtle,Rabbit,Lizard,Fish,Horse,Rabbit,Cat,Bird,Turtle,Lizard,Guinea pig,Horse,Fish,Lizard,Dog,Bird,Guinea pig,Hamster,Dog,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:06,2025-08-24 17:02:07,2,,100,1,1,2025-08-24 17:02:07,R_e50ulFfldgOWjps,,,,,,,test,,,,2,1,,2,2,,,,1,2,2,,,1,,2,,,,2,1,3,2,,,1,,3,,,1,,2,3,,,,1,2,,1,2,,1,155,Lizard,Fish,Rabbit,Horse,Turtle,Bird,Dog,Horse,Turtle,Cat,Horse,Rabbit,Hamster,Lizard,Bird,Cat,Horse,Bird,Guinea pig,Fish,Guinea pig,Turtle,Lizard,Hamster,Dog,Dog,Guinea pig,Fish,Cat,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:07,2025-08-24 17:02:07,2,,100,0,1,2025-08-24 17:02:07,R_e2rP9dzmQ9vaXcO,,,,,,,test,,1,,2,,,3,1,,2,,,3,1,,,,2,1,,2,,1,,3,,,,1,2,1,2,,,1,,1,,,,1,1,,2,1,,2,156,Guinea pig,Fish,Lizard,Hamster,Rabbit,Rabbit,Lizard,Cat,Dog,Bird,Fish,Dog,Horse,Turtle,Cat,Horse,Guinea pig,Turtle,Fish,Hamster,Cat,Turtle,Dog,Rabbit,Guinea pig,Bird,Hamster,Rabbit,Lizard,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:07,2025-08-24 17:02:08,2,,100,1,1,2025-08-24 17:02:08,R_eo1KQbfnmu895RA,,,,,,,test,,1,,,2,,2,,,,1,2,2,2,1,,,,3,,,,2,1,2,1,,,2,,3,1,,,,2,3,,,,1,2,,2,2,,1,157,Bird,Turtle,Fish,Rabbit,Hamster,Dog,Guinea pig,Cat,Horse,Lizard,Turtle,Fish,Hamster,Guinea pig,Horse,Rabbit,Dog,Bird,Hamster,Fish,Lizard,Rabbit,Horse,Dog,Turtle,Cat,Bird,Lizard,Turtle,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:08,2025-08-24 17:02:08,2,,100,0,1,2025-08-24 17:02:08,R_bltrJFMhRGag2IS,,,,,,,test,,,1,,,2,3,1,,2,,,1,,2,,,1,3,,,,1,2,3,,1,,2,,1,2,,,1,,2,,,,2,2,,2,2,,2,158,Bird,Dog,Rabbit,Guinea pig,Turtle,Hamster,Lizard,Bird,Rabbit,Fish,Cat,Horse,Turtle,Fish,Rabbit,Lizard,Guinea pig,Horse,Dog,Hamster,Fish,Turtle,Dog,Hamster,Bird,Rabbit,Hamster,Lizard,Cat,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:08,2025-08-24 17:02:08,2,,100,0,1,2025-08-24 17:02:09,R_9pBvMk9yt5V96v4,,,,,,,test,,2,,,1,,3,1,,,,2,3,1,,,,2,1,2,,,1,,3,,1,,2,,1,,,1,2,,3,,,,1,2,,1,2,,1,159,Dog,Bird,Rabbit,Lizard,Fish,Lizard,Rabbit,Fish,Hamster,Guinea pig,Rabbit,Dog,Hamster,Turtle,Horse,Turtle,Guinea pig,Bird,Cat,Lizard,Bird,Horse,Cat,Guinea pig,Rabbit,Hamster,Fish,Horse,Dog,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:09,2025-08-24 17:02:09,2,,100,0,1,2025-08-24 17:02:09,R_bCmGyQVPPrE0L5Q,,,,,,,test,,2,,1,,,3,,,,1,2,2,1,2,,,,3,,,2,1,,1,,2,1,,,3,,2,1,,,3,,,,1,1,,1,2,,1,160,Horse,Rabbit,Hamster,Lizard,Turtle,Dog,Lizard,Rabbit,Turtle,Bird,Fish,Hamster,Guinea pig,Horse,Dog,Turtle,Guinea pig,Cat,Bird,Rabbit,Guinea pig,Cat,Bird,Fish,Hamster,Cat,Bird,Lizard,Dog,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:09,2025-08-24 17:02:09,2,,100,0,1,2025-08-24 17:02:10,R_ePNyvvVcKJRoiZ8,,,,,,,test,,,,,2,1,2,,,1,,2,3,,,1,,2,3,2,,,1,,1,,,1,2,,3,,1,,2,,3,,,,1,2,,1,2,,2,161,Horse,Bird,Fish,Turtle,Hamster,Fish,Lizard,Hamster,Rabbit,Cat,Bird,Cat,Dog,Lizard,Rabbit,Guinea pig,Turtle,Bird,Dog,Lizard,Turtle,Horse,Rabbit,Cat,Guinea pig,Rabbit,Hamster,Guinea pig,Fish,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:10,2025-08-24 17:02:10,2,,100,0,1,2025-08-24 17:02:10,R_5aQ3MLhE6eOOc06,,,,,,,test,,,1,2,,,2,,1,2,,,1,,1,,,2,2,2,1,,,,2,,1,,2,,2,,2,,,1,2,,,,2,1,,1,1,,1,162,Dog,Bird,Horse,Rabbit,Guinea pig,Fish,Turtle,Rabbit,Bird,Cat,Hamster,Cat,Guinea pig,Lizard,Turtle,Lizard,Fish,Bird,Cat,Rabbit,Rabbit,Hamster,Dog,Fish,Lizard,Turtle,Horse,Hamster,Guinea pig,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:10,2025-08-24 17:02:10,2,,100,0,1,2025-08-24 17:02:11,R_79a4kLCu1uCnzAq,,,,,,,test,,,2,1,,,2,1,,,2,,2,1,,,2,,1,,,,1,2,1,,,2,,1,2,,2,,1,,2,,,,2,1,,2,2,,2,163,Dog,Cat,Lizard,Bird,Turtle,Hamster,Turtle,Fish,Cat,Dog,Guinea pig,Dog,Turtle,Fish,Lizard,Lizard,Rabbit,Guinea pig,Hamster,Horse,Fish,Bird,Horse,Rabbit,Cat,Cat,Horse,Dog,Guinea pig,Rabbit,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:11,2025-08-24 17:02:11,2,,100,0,1,2025-08-24 17:02:11,R_7VsxVqA5xeIR9KC,,,,,,,test,,1,2,,,,1,,2,,1,,3,2,1,,,,3,,1,,2,,1,2,,,,1,2,,,2,1,,1,,,,2,1,,1,1,,1,164,Hamster,Dog,Fish,Horse,Turtle,Horse,Fish,Hamster,Rabbit,Guinea pig,Lizard,Horse,Turtle,Bird,Hamster,Turtle,Lizard,Dog,Hamster,Rabbit,Dog,Bird,Lizard,Fish,Cat,Bird,Cat,Rabbit,Guinea pig,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:11,2025-08-24 17:02:11,2,,100,0,1,2025-08-24 17:02:11,R_41nIIEuGD9mWDUG,,,,,,,test,,,,2,,1,1,2,1,,,,3,2,,,,1,3,2,1,,,,1,,,2,,1,1,,,1,2,,3,,,,2,1,,2,2,,2,165,Guinea pig,Hamster,Rabbit,Lizard,Bird,Horse,Turtle,Bird,Dog,Rabbit,Bird,Horse,Lizard,Turtle,Guinea pig,Fish,Guinea pig,Cat,Rabbit,Turtle,Dog,Lizard,Horse,Hamster,Fish,Cat,Dog,Fish,Bird,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:11,2025-08-24 17:02:12,2,,100,1,1,2025-08-24 17:02:12,R_dik4yw8hjOO9Vs2,,,,,,,test,,,,1,,2,2,,,1,2,,1,,,1,2,,1,1,,,,2,1,,1,2,,,2,,2,,1,,1,,,,1,2,,2,2,,2,166,Lizard,Horse,Hamster,Rabbit,Bird,Horse,Hamster,Guinea pig,Dog,Lizard,Turtle,Dog,Cat,Hamster,Fish,Bird,Rabbit,Fish,Guinea pig,Cat,Hamster,Lizard,Turtle,Cat,Horse,Cat,Fish,Horse,Bird,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:12,2025-08-24 17:02:12,2,,100,0,1,2025-08-24 17:02:12,R_8xiZ5MV0Tl4RKp8,,,,,,,test,,,,,2,1,3,,2,1,,,2,,2,,,1,3,2,1,,,,1,2,,,,1,2,,,2,1,,3,,,,2,1,,1,2,,2,167,Bird,Turtle,Fish,Rabbit,Hamster,Dog,Horse,Rabbit,Hamster,Cat,Hamster,Rabbit,Cat,Bird,Horse,Fish,Lizard,Horse,Turtle,Guinea pig,Lizard,Cat,Turtle,Dog,Fish,Turtle,Bird,Dog,Guinea pig,Lizard,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:12,2025-08-24 17:02:12,2,,100,0,1,2025-08-24 17:02:13,R_263NphpRt2pA4aq,,,,,,,test,,1,,,,2,3,1,,2,,,1,,,1,2,,1,,,1,,2,2,1,,2,,,2,,1,2,,,2,,,,2,2,,1,2,,2,168,Hamster,Lizard,Guinea pig,Bird,Turtle,Cat,Dog,Bird,Horse,Lizard,Turtle,Guinea pig,Cat,Dog,Rabbit,Guinea pig,Horse,Fish,Rabbit,Bird,Fish,Cat,Lizard,Hamster,Dog,Horse,Turtle,Dog,Fish,Cat,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:13,2025-08-24 17:02:13,2,,100,0,1,2025-08-24 17:02:13,R_cT6hB0jetAyGx5Y,,,,,,,test,,1,2,,,,2,2,,,,1,2,,2,,,1,3,1,,2,,,1,,,2,,1,1,2,,,1,,3,,,,1,2,,2,1,,2,169,Guinea pig,Turtle,Fish,Horse,Rabbit,Horse,Guinea pig,Dog,Hamster,Lizard,Dog,Cat,Lizard,Guinea pig,Horse,Hamster,Dog,Rabbit,Bird,Cat,Bird,Hamster,Guinea pig,Turtle,Fish,Lizard,Rabbit,Cat,Dog,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:13,2025-08-24 17:02:13,2,,100,0,1,2025-08-24 17:02:14,R_0ANfDDwAKtmSW8u,,,,,,,test,,,,,2,1,2,1,,,2,,3,,,,2,1,2,,2,,,1,3,,2,1,,,1,,,1,,2,1,,,,1,2,,2,2,,1,170,Horse,Guinea pig,Turtle,Hamster,Bird,Bird,Cat,Dog,Horse,Turtle,Lizard,Dog,Rabbit,Fish,Guinea pig,Hamster,Fish,Horse,Cat,Rabbit,Turtle,Hamster,Cat,Bird,Dog,Guinea pig,Rabbit,Fish,Lizard,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:14,2025-08-24 17:02:14,2,,100,0,1,2025-08-24 17:02:14,R_3IDYIRiqPeRF7Xo,,,,,,,test,,,1,,2,,1,,2,1,,,1,,,,2,1,3,,,1,2,,1,2,,1,,,2,1,,,,2,1,,,,2,2,,2,1,,2,171,Turtle,Cat,Fish,Dog,Bird,Dog,Fish,Lizard,Rabbit,Cat,Guinea pig,Rabbit,Dog,Fish,Lizard,Hamster,Horse,Bird,Guinea pig,Rabbit,Lizard,Hamster,Turtle,Bird,Horse,Bird,Guinea pig,Horse,Cat,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:14,2025-08-24 17:02:15,2,,100,1,1,2025-08-24 17:02:15,R_5hZzh5ift92N6xU,,,,,,,test,,,,2,1,,3,,,,2,1,2,,,,2,1,3,,1,,,2,3,,,1,2,,1,,2,,1,,2,,,,2,2,,1,2,,1,172,Dog,Hamster,Rabbit,Bird,Fish,Fish,Horse,Hamster,Cat,Lizard,Horse,Lizard,Bird,Rabbit,Turtle,Bird,Fish,Dog,Horse,Cat,Turtle,Rabbit,Cat,Lizard,Guinea pig,Hamster,Cat,Guinea pig,Turtle,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:15,2025-08-24 17:02:15,2,,100,0,1,2025-08-24 17:02:15,R_cBCi5iQeqLTQQWW,,,,,,,test,,1,2,,,,2,,2,,,1,2,,,1,,2,2,1,2,,,,3,1,,,2,,2,1,,2,,,2,,,,1,1,,2,1,,2,173,Guinea pig,Turtle,Bird,Hamster,Horse,Lizard,Dog,Fish,Turtle,Guinea pig,Cat,Hamster,Turtle,Rabbit,Dog,Dog,Rabbit,Horse,Bird,Cat,Rabbit,Bird,Lizard,Horse,Hamster,Bird,Lizard,Cat,Dog,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:15,2025-08-24 17:02:15,2,,100,0,1,2025-08-24 17:02:16,R_5vylyMib88cDTYq,,,,,,,test,,1,,2,,,2,,,2,,1,2,1,,,2,,2,,2,,,1,2,1,,,,2,1,,1,,2,,1,,,,1,2,,2,1,,2,174,Rabbit,Cat,Turtle,Guinea pig,Lizard,Fish,Lizard,Dog,Rabbit,Turtle,Bird,Rabbit,Hamster,Horse,Guinea pig,Cat,Dog,Lizard,Hamster,Horse,Lizard,Horse,Bird,Fish,Hamster,Guinea pig,Bird,Cat,Turtle,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:16,2025-08-24 17:02:16,2,,100,0,1,2025-08-24 17:02:16,R_5hSwetAuUUgPwvs,,,,,,,test,,,,,1,2,1,,1,,2,,3,,,2,1,,2,,,2,,1,3,,1,,2,,3,,,2,,1,1,,,,1,1,,2,1,,2,175,Lizard,Bird,Fish,Guinea pig,Rabbit,Guinea pig,Turtle,Lizard,Cat,Fish,Bird,Rabbit,Dog,Fish,Horse,Turtle,Cat,Rabbit,Bird,Guinea pig,Hamster,Guinea pig,Horse,Dog,Cat,Fish,Hamster,Turtle,Lizard,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:16,2025-08-24 17:02:16,2,,100,0,1,2025-08-24 17:02:16,R_55Qd1bUkRnFgmMu,,,,,,,test,,,2,,1,,1,1,,2,,,2,,1,2,,,1,1,2,,,,3,,,1,,2,3,1,,,,2,3,,,,2,1,,1,1,,2,176,Guinea pig,Dog,Cat,Bird,Hamster,Lizard,Horse,Rabbit,Hamster,Guinea pig,Horse,Hamster,Dog,Guinea pig,Bird,Hamster,Turtle,Fish,Rabbit,Lizard,Cat,Fish,Bird,Horse,Rabbit,Dog,Rabbit,Guinea pig,Cat,Turtle,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:16,2025-08-24 17:02:17,2,,100,1,1,2025-08-24 17:02:17,R_cUeDX7DJRnXsmiy,,,,,,,test,,,,,1,2,1,1,2,,,,2,,,1,,2,3,,,,2,1,3,,1,,2,,3,,,1,,2,1,,,,1,2,,1,2,,1,177,Guinea pig,Bird,Turtle,Dog,Horse,Dog,Rabbit,Guinea pig,Fish,Lizard,Hamster,Lizard,Dog,Rabbit,Bird,Rabbit,Fish,Bird,Horse,Cat,Turtle,Cat,Lizard,Hamster,Rabbit,Fish,Dog,Horse,Bird,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:17,2025-08-24 17:02:17,2,,100,0,1,2025-08-24 17:02:17,R_822V7LmViKSKnZQ,,,,,,,test,,2,,,1,,2,2,1,,,,1,,,,1,2,3,1,2,,,,3,,2,1,,,1,,2,,1,,1,,,,2,2,,1,1,,2,178,Turtle,Bird,Dog,Fish,Guinea pig,Lizard,Rabbit,Hamster,Guinea pig,Dog,Rabbit,Guinea pig,Cat,Hamster,Turtle,Fish,Dog,Guinea pig,Horse,Rabbit,Horse,Turtle,Lizard,Cat,Hamster,Cat,Fish,Horse,Lizard,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:17,2025-08-24 17:02:18,2,,100,1,1,2025-08-24 17:02:18,R_6XxBFOqxj3cfZuC,,,,,,,test,,2,1,,,,2,,2,1,,,3,,,2,,1,1,,1,,2,,2,,1,,,2,2,,1,,,2,3,,,,2,2,,1,1,,1,179,Lizard,Turtle,Dog,Hamster,Rabbit,Dog,Bird,Turtle,Rabbit,Lizard,Fish,Lizard,Bird,Dog,Cat,Hamster,Cat,Horse,Guinea pig,Turtle,Bird,Horse,Hamster,Fish,Dog,Guinea pig,Hamster,Fish,Horse,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:18,2025-08-24 17:02:18,2,,100,0,1,2025-08-24 17:02:18,R_6zXIY8DBGQaKgzs,,,,,,,test,,,,,2,1,3,,,2,,1,2,,1,2,,,3,,1,,2,,3,1,,2,,,2,,,2,,1,3,,,,2,1,,1,2,,2,180,Dog,Turtle,Guinea pig,Cat,Horse,Horse,Hamster,Cat,Bird,Rabbit,Bird,Cat,Dog,Fish,Turtle,Guinea pig,Lizard,Turtle,Horse,Bird,Lizard,Guinea pig,Rabbit,Dog,Hamster,Turtle,Rabbit,Lizard,Hamster,Fish,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:18,2025-08-24 17:02:19,2,,100,1,1,2025-08-24 17:02:19,R_dh7meeeom2cBpCm,,,,,,,test,,2,,,1,,2,,1,2,,,3,,,1,2,,2,,,1,,2,2,,2,,1,,2,,,,2,1,1,,,,2,2,,2,1,,1,181,Rabbit,Hamster,Horse,Bird,Cat,Guinea pig,Turtle,Cat,Lizard,Fish,Lizard,Horse,Dog,Cat,Bird,Hamster,Rabbit,Fish,Guinea pig,Turtle,Cat,Lizard,Bird,Rabbit,Guinea pig,Turtle,Fish,Hamster,Dog,Horse,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:19,2025-08-24 17:02:19,2,,100,0,1,2025-08-24 17:02:19,R_2n288IvIoqENsqi,,,,,,,test,,,,,1,2,1,2,,1,,,2,,2,1,,,1,,2,,,1,1,,1,,2,,2,,2,,1,,1,,,,2,2,,1,1,,1,182,Cat,Lizard,Bird,Rabbit,Hamster,Guinea pig,Hamster,Fish,Cat,Lizard,Rabbit,Dog,Lizard,Fish,Guinea pig,Turtle,Bird,Guinea pig,Horse,Rabbit,Horse,Turtle,Rabbit,Dog,Bird,Dog,Fish,Horse,Turtle,Cat,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:19,2025-08-24 17:02:19,2,,100,0,1,2025-08-24 17:02:20,R_8uHNV5zt75WrOOW,,,,,,,test,,,1,,2,,1,,,1,2,,3,,2,1,,,3,,2,1,,,2,,1,,2,,1,,1,,,2,3,,,,1,2,,2,2,,1,183,Turtle,Bird,Horse,Dog,Rabbit,Rabbit,Fish,Cat,Hamster,Guinea pig,Dog,Turtle,Bird,Lizard,Cat,Horse,Dog,Fish,Guinea pig,Lizard,Bird,Cat,Hamster,Fish,Turtle,Guinea pig,Rabbit,Lizard,Horse,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:20,2025-08-24 17:02:20,2,,100,0,1,2025-08-24 17:02:20,R_egnjq6tH1qwHp42,,,,,,,test,,,2,1,,,2,,,2,1,,2,2,,,1,,2,2,,,,1,3,,1,,2,,1,1,,,2,,3,,,,2,2,,2,1,,1,184,Lizard,Dog,Rabbit,Cat,Bird,Hamster,Horse,Turtle,Rabbit,Fish,Horse,Fish,Hamster,Lizard,Dog,Fish,Lizard,Cat,Bird,Rabbit,Dog,Hamster,Guinea pig,Horse,Turtle,Turtle,Rabbit,Horse,Guinea pig,Cat,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:20,2025-08-24 17:02:20,2,,100,0,1,2025-08-24 17:02:21,R_ea23Tqbm8zVaDVY,,,,,,,test,,2,1,,,,3,2,1,,,,3,,1,2,,,1,,,2,1,,2,2,,,1,,3,,1,,2,,2,,,,2,2,,1,2,,1,185,Cat,Bird,Rabbit,Horse,Guinea pig,Horse,Hamster,Guinea pig,Cat,Lizard,Lizard,Horse,Cat,Guinea pig,Rabbit,Hamster,Dog,Horse,Rabbit,Fish,Turtle,Fish,Bird,Lizard,Cat,Guinea pig,Rabbit,Turtle,Dog,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:21,2025-08-24 17:02:21,2,,100,0,1,2025-08-24 17:02:21,R_6xITucEfp397PkG,,,,,,,test,,,,1,,2,1,1,,,,2,3,1,2,,,,3,,,2,1,,1,2,1,,,,2,,,2,,1,1,,,,2,1,,2,1,,2,186,Hamster,Lizard,Turtle,Dog,Bird,Horse,Hamster,Fish,Cat,Lizard,Lizard,Cat,Rabbit,Fish,Guinea pig,Fish,Bird,Dog,Guinea pig,Cat,Dog,Turtle,Cat,Rabbit,Horse,Guinea pig,Rabbit,Hamster,Horse,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:21,2025-08-24 17:02:21,2,,100,0,1,2025-08-24 17:02:21,R_5bUiYUztq0nKolg,,,,,,,test,,,,2,,1,1,2,,,1,,1,1,,2,,,3,1,,2,,,1,,1,,2,,1,1,,,2,,1,,,,1,1,,2,1,,2,187,Bird,Dog,Rabbit,Lizard,Turtle,Turtle,Rabbit,Horse,Fish,Cat,Hamster,Turtle,Cat,Guinea pig,Lizard,Rabbit,Hamster,Bird,Dog,Fish,Dog,Lizard,Fish,Horse,Bird,Guinea pig,Horse,Turtle,Rabbit,Hamster,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:21,2025-08-24 17:02:22,2,,100,1,1,2025-08-24 17:02:22,R_6Ff9SZz7J10A4ZM,,,,,,,test,,,1,2,,,2,,,2,1,,1,1,,,2,,3,,,2,,1,2,,,2,,1,2,,2,,1,,2,,,,2,1,,2,1,,2,188,Horse,Lizard,Bird,Fish,Turtle,Hamster,Horse,Turtle,Dog,Guinea pig,Dog,Guinea pig,Fish,Lizard,Cat,Rabbit,Turtle,Hamster,Cat,Fish,Lizard,Dog,Cat,Bird,Hamster,Cat,Fish,Rabbit,Guinea pig,Bird,5d78cdd0-8145-11f0-b804-559a6c8a454f,
2025-08-24 17:02:22,2025-08-24 17:02:22,2,,100,0,1,2025-08-24 17:02:22,R_0SzjZTBXyeZm70a,,,,,,,test,,1,2,,,,3,,1,,,2,3,,2,,1,,1,2,1,,,,2,1,,,2,,3,,2,1,,,1,,,,1,2,,1,2,,2,189,Hamster,Lizard,Cat,Dog,Rabbit,Fish,Cat,Dog,Rabbit,Hamster,Lizard,Dog,Turtle,Bird,Fish,Cat,Fish,Horse,Guinea pig,Bird,Turtle,Hamster,Lizard,Horse,Guinea pig,Guinea pig,Turtle,Bird,Cat,Dog,5d78cdd0-8145-11f0-b804-559a6c8a454f,
